tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N349NW,1993,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N350NA,1993,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N351JB,2012,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N351NB,2002,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N351NW,1997,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N35204,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N35260,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N35271,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N352AA,1988,NA,BOEING,767-323,2,330,NA,Turbo-fan
N352NB,2002,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N352NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N353JB,2012,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N353NB,2002,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N353NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N35407,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N354JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N354NB,2002,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N354NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N354SW,1991,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N355AA,1980,NA,CESSNA,152,1,2,NA,4 Cycle
N355JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N355NB,2002,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N355NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N355SW,1991,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N356AA,1978,NA,SIKORSKY,UH-60A,2,15,NA,Turbo-shaft
N356NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N356SW,1991,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N357NB,2002,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N357NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N358JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N358NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N358NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N359NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N359NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N359SW,1992,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N360AA,1988,NA,BOEING,767-323,2,330,NA,Turbo-fan
N360NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N360NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N361NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N361NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N361VA,2013,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N36207,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N36247,1999,NA,BOEING,737-824,2,149,NA,Turbo-fan
N36272,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N36280,2003,NA,BOEING,737-824,2,149,NA,Turbo-fan
N362AA,1988,NA,BOEING,767-323,2,330,NA,Turbo-fan
N362NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N362NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N363NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N363NW,1998,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N36444,2010,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N36447,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N36469,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N36472,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N36476,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N364NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N364NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N365AA,2001,NA,AGUSTA SPA,A109E,2,8,NA,Turbo-shaft
N365NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N365NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N366NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N366NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N367NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N368JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N368NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N368NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N36915,2001,NA,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N369NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N369NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N370NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N370NW,1999,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N370SW,1993,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N371CA,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N371DA,1998,NA,BOEING,737-832,2,189,NA,Turbo-fan
N371NB,2003,NA,AIRBUS,A319-114,2,145,NA,Turbo-fan
N371NW,2001,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N371SW,1993,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N37252,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37253,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37255,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37263,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37267,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37273,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37274,2002,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37277,2002,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37281,2003,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37287,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37290,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37293,2005,NA,BOEING,737-824,2,149,NA,Turbo-fan
N37298,2005,NA,BOEING,737-824,2,149,NA,Turbo-fan
N372AA,1987,NA,SIKORSKY,EH-60A,1,4,NA,Turbo-shaft
N372DA,1998,NA,BOEING,737-832,2,189,NA,Turbo-fan
N372NW,2001,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N3730B,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3731T,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3732J,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3733Z,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3734B,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3735D,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3736C,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3737C,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3738B,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3739P,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N373AA,1993,NA,CESSNA,525,2,8,NA,Turbo-fan
N373DA,1998,NA,BOEING,737-832,2,189,NA,Turbo-fan
N373JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N373NW,2001,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N373SW,1993,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N37408,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N37409,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N3740C,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N37413,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37419,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N3741S,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N37420,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37422,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37427,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N3742C,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N37434,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37437,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N3743H,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3744F,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N37456,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N3745B,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N37462,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37464,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37465,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37466,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37468,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N3746H,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N37470,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37471,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N37474,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N3747D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3748Y,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3749D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N374DA,1998,NA,BOEING,737-832,2,189,NA,Turbo-fan
N374JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N374NW,2001,NA,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
N374SW,1993,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N3750D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3751B,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3752,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3753,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3754A,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3755D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3756,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3757D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3758Y,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3759,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N375DA,1998,NA,BOEING,737-832,2,189,NA,Turbo-fan
N375JB,2013,NA,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N375NC,2002,NA,AIRBUS,A320-212,2,182,NA,Turbo-fan
N375SW,1993,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N3760C,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3761R,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3762Y,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3763D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3764D,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3765,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3766,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3767,2001,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3768,2002,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3769L,2002,NA,BOEING,737-832,2,189,NA,Turbo-fan
N376AA,1978,NA,PIPER,PA-32RT-300,1,7,NA,Reciprocating
N376DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N376NW,2002,NA,AIRBUS,A320-212,2,182,NA,Turbo-fan
N37700,2002,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3771K,2002,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3772H,2010,NA,BOEING,737-832,2,189,NA,Turbo-fan
N3773D,2010,NA,BOEING,737-832,2,189,NA,Turbo-fan
N377AA,NA,NA,PAIR MIKE E,FALCON XP,1,2,NA,Reciprocating
N377DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N377NW,2003,NA,AIRBUS,A320-211,2,182,NA,Turbo-fan
N378AA,1963,NA,CESSNA,172E,1,4,105,Reciprocating
N378DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N378NW,2003,NA,AIRBUS,A320-211,2,182,NA,Turbo-fan
N379DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N380DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N380HA,2010,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N381DN,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N381HA,2010,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N38257,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N38268,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N382DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N382HA,2010,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N383AA,1972,NA,BEECH,E-90,2,10,NA,Turbo-prop
N383DN,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N383HA,2011,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N38403,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N38417,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38424,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38443,2010,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38446,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38451,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38454,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38458,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38459,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38467,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N38473,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N384DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N384HA,2011,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N385DN,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N385HA,2012,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N386DA,1999,NA,BOEING,737-832,2,189,NA,Turbo-fan
N386HA,2012,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N38727,1999,NA,BOEING,737-724,2,149,NA,Turbo-fan
N387DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N388DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N388HA,2012,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N389DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N389HA,NA,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N390DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N390HA,2013,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N391CA,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N391DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N391HA,2013,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N39297,2005,NA,BOEING,737-824,2,149,NA,Turbo-fan
N392DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N392HA,2013,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N393AA,2021,NA,CIRRUS DESIGN CORP,SR22,1,4,NA,Reciprocating
N393DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N393HA,2013,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N39415,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39416,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39418,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39423,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39450,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39461,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39463,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N39475,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N394AA,2007,NA,AVIAT AIRCRAFT INC,A-1B,1,2,NA,Reciprocating
N394DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N394DL,1995,NA,BOEING,767-324,2,269,NA,Turbo-fan
N395AA,1991,NA,BEECH,B300,2,19,NA,Turbo-prop
N395DN,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N395HA,2013,NA,AIRBUS,A330-243,2,377,NA,Turbo-fan
N396DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N39726,1999,NA,BOEING,737-724,2,149,NA,Turbo-fan
N39728,1999,NA,BOEING,737-724,2,149,NA,Turbo-fan
N397DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N397SW,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N398CA,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N398DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N399DA,2000,NA,BOEING,737-832,2,189,NA,Turbo-fan
N399WN,1995,NA,BOEING,737-3H4,2,149,NA,Turbo-fan
N400WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N401UA,1993,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N401WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N402AS,2012,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N402UA,1993,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N402WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N403AA,1977,NA,CESSNA,501,2,8,NA,Turbo-fan
N403AS,2012,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N403UA,1993,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N403WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N404UA,1993,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N404WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N405UA,1993,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N405WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N406UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N406WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N407AS,2012,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N407UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N407WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N408AS,2012,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N408UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N408WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N409AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N409UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N409WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N410UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N410WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N41104,2002,NA,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N41135,1999,NA,BOEING,757-224,2,178,NA,Turbo-fan
N41140,2000,NA,BOEING,757-224,2,178,NA,Turbo-fan
N411UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N411WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N412UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N412WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N413AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N413UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N413WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N414UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N414WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N415UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N415WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N416UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N416WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N417UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N417WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N418UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N418WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N419AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N419UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N419WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N420UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N420US,1989,NA,BOEING,737-401,2,149,NA,Turbo-fan
N420WN,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N421LV,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N421UA,1994,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N422UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N422WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N423AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N423UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N423WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N424UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N424WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N425AA,1968,NA,PIPER,PA-28-180,1,4,107,Reciprocating
N425LV,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N425UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N426UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N426WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N427SW,2001,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N427UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N427WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N428UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N428WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N429UA,1995,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N429WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N430UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N430WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N431AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N431UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N431WN,2002,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N432UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N432WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N433AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N433LV,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N433UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N434UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N434WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N435AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N435UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N435WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N436UA,1996,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N436WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N437UA,1997,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N437WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N438AA,1987,NA,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N438UA,1997,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N438US,1990,NA,BOEING,737-4B7,2,149,NA,Turbo-fan
N438WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N439UA,1997,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N439WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N440AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N440LV,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N440UA,1997,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N440US,1990,NA,BOEING,737-4B7,2,149,NA,Turbo-fan
N441UA,1997,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N441US,1990,NA,BOEING,737-4B7,2,149,NA,Turbo-fan
N441WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N442AS,2013,NA,BOEING,737-990ER,2,222,NA,Turbo-fan
N442UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N442WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N443UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N443WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N444UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N444WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N445UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N445WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N446UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N446WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
